status,upload_date,size_kb,identity_name_guess,live_profiles_with_this_identity_name,live_scenarios_with_this_identity,template_scenarios_with_this_identity,s3_key,url,gsheet_preview
orphan,2025-11-09 23:29:58,362,open hearted lover,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/24de8316-3e2d-4243-92b6-d19517764722/open_hearted_lover.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/24de8316-3e2d-4243-92b6-d19517764722/open_hearted_lover.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/24de8316-3e2d-4243-92b6-d19517764722/open_hearted_lover.jpg"")"
orphan,2025-11-09 23:29:58,537,talented innovator,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/11843a39-0fab-4b15-8366-e55fb7a8e18d/talented_innovator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/11843a39-0fab-4b15-8366-e55fb7a8e18d/talented_innovator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/11843a39-0fab-4b15-8366-e55fb7a8e18d/talented_innovator.jpg"")"
orphan,2025-11-09 23:29:59,529,alchemist,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/0093b17c-5e84-49be-ae21-903aa1f6b48e/alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/0093b17c-5e84-49be-ae21-903aa1f6b48e/alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/0093b17c-5e84-49be-ae21-903aa1f6b48e/alchemist.jpg"")"
orphan,2025-11-09 23:30:03,374,joy seeker,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/d569eb21-87e9-4e05-831e-e9735cbca89d/joy_seeker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d569eb21-87e9-4e05-831e-e9735cbca89d/joy_seeker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d569eb21-87e9-4e05-831e-e9735cbca89d/joy_seeker.jpg"")"
orphan,2025-11-09 23:30:04,488,agile lioness,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/ab6cf393-fc4d-4579-9cf8-7aa1a67b0e40/agile_lioness.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ab6cf393-fc4d-4579-9cf8-7aa1a67b0e40/agile_lioness.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ab6cf393-fc4d-4579-9cf8-7aa1a67b0e40/agile_lioness.jpg"")"
orphan,2025-11-09 23:30:05,536,beautiful goddess,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/2e89a258-c8d9-4678-ae6f-976980c6035c/beautiful_goddess.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2e89a258-c8d9-4678-ae6f-976980c6035c/beautiful_goddess.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2e89a258-c8d9-4678-ae6f-976980c6035c/beautiful_goddess.jpg"")"
orphan,2025-11-09 23:30:05,457,grounded mother,,,,media/509e072a-7a1b-4552-bb7e-23c57c137803/grounded_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/509e072a-7a1b-4552-bb7e-23c57c137803/grounded_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/509e072a-7a1b-4552-bb7e-23c57c137803/grounded_mother.jpg"")"
orphan,2025-11-09 23:30:06,431,money lover,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/e67156de-dc93-4bfa-84b3-27ce1dbaced8/money_lover.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e67156de-dc93-4bfa-84b3-27ce1dbaced8/money_lover.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e67156de-dc93-4bfa-84b3-27ce1dbaced8/money_lover.jpg"")"
orphan,2025-11-09 23:30:07,452,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/ee9ef920-666e-45c7-8f12-5cbfd374b724/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ee9ef920-666e-45c7-8f12-5cbfd374b724/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ee9ef920-666e-45c7-8f12-5cbfd374b724/captain_of_my_life.jpg"")"
orphan,2025-11-09 23:30:07,362,open hearted lover,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/7030fa76-ce95-4c48-b259-3e7f4c14ed73/open_hearted_lover.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7030fa76-ce95-4c48-b259-3e7f4c14ed73/open_hearted_lover.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7030fa76-ce95-4c48-b259-3e7f4c14ed73/open_hearted_lover.jpg"")"
orphan,2025-11-09 23:30:08,529,alchemist,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/73f814d6-2a68-4906-aaf2-69d91ddbc043/alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/73f814d6-2a68-4906-aaf2-69d91ddbc043/alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/73f814d6-2a68-4906-aaf2-69d91ddbc043/alchemist.jpg"")"
orphan,2025-11-09 23:30:08,537,talented innovator,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/d11bebc8-42eb-4252-9d1d-c2986a141120/talented_innovator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d11bebc8-42eb-4252-9d1d-c2986a141120/talented_innovator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d11bebc8-42eb-4252-9d1d-c2986a141120/talented_innovator.jpg"")"
orphan,2025-11-21 10:32:41,202,Casey Schmid,,,,media/ecfb090a-af2f-4972-bf9d-63365a8fd739/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/ecfb090a-af2f-4972-bf9d-63365a8fd739/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/ecfb090a-af2f-4972-bf9d-63365a8fd739/Casey-Schmid.jpg"")"
orphan,2025-11-21 10:35:55,202,Casey Schmid,,,,media/56fb688d-a91d-471e-bb7e-a82e7ce2104d/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/56fb688d-a91d-471e-bb7e-a82e7ce2104d/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/56fb688d-a91d-471e-bb7e-a82e7ce2104d/Casey-Schmid.jpg"")"
orphan,2025-11-21 13:21:02,202,Casey Schmid,,,,media/af0e6e37-37fc-4d5f-bb6f-5fec22b83696/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/af0e6e37-37fc-4d5f-bb6f-5fec22b83696/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/af0e6e37-37fc-4d5f-bb6f-5fec22b83696/Casey-Schmid.jpg"")"
orphan,2025-11-21 13:26:04,202,Casey Schmid,,,,media/83f5f716-ebbd-429c-9968-ee72f10585b8/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/83f5f716-ebbd-429c-9968-ee72f10585b8/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/83f5f716-ebbd-429c-9968-ee72f10585b8/Casey-Schmid.jpg"")"
orphan,2025-11-21 13:27:32,202,Casey Schmid,,,,media/d6626b7d-a5fe-465e-b41a-d179da7a2434/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d6626b7d-a5fe-465e-b41a-d179da7a2434/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d6626b7d-a5fe-465e-b41a-d179da7a2434/Casey-Schmid.jpg"")"
orphan,2025-11-21 13:39:26,202,Casey Schmid,,,,media/c155c601-e0fc-40a5-8c1d-b0777715d14c/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c155c601-e0fc-40a5-8c1d-b0777715d14c/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c155c601-e0fc-40a5-8c1d-b0777715d14c/Casey-Schmid.jpg"")"
orphan,2025-11-21 13:47:51,202,Casey Schmid,,,,media/5fab2732-ff41-4472-bded-f0e8ad033f4a/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/5fab2732-ff41-4472-bded-f0e8ad033f4a/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/5fab2732-ff41-4472-bded-f0e8ad033f4a/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:03:12,202,Casey Schmid,,,,media/c02d49b1-24eb-4a62-a547-9b35a36d40fe/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c02d49b1-24eb-4a62-a547-9b35a36d40fe/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c02d49b1-24eb-4a62-a547-9b35a36d40fe/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:10:34,202,Casey Schmid,,,,media/3e9fe80d-c184-4d69-9c50-6f8976961bc7/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3e9fe80d-c184-4d69-9c50-6f8976961bc7/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3e9fe80d-c184-4d69-9c50-6f8976961bc7/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:20:31,202,Casey Schmid,,,,media/6b92a0e0-63b7-473a-be6c-121c5fb9bef3/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/6b92a0e0-63b7-473a-be6c-121c5fb9bef3/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/6b92a0e0-63b7-473a-be6c-121c5fb9bef3/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:23:33,202,Casey Schmid,,,,media/fe2711fd-81ca-4cc8-9dc1-e7348933a97e/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/fe2711fd-81ca-4cc8-9dc1-e7348933a97e/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/fe2711fd-81ca-4cc8-9dc1-e7348933a97e/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:42:48,202,Casey Schmid,,,,media/363515fe-5cd5-4c3b-86f6-4762bf54621d/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/363515fe-5cd5-4c3b-86f6-4762bf54621d/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/363515fe-5cd5-4c3b-86f6-4762bf54621d/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:45:50,202,Casey Schmid,,,,media/1ce84c1d-c079-4586-9fe9-d608333e6640/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/1ce84c1d-c079-4586-9fe9-d608333e6640/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/1ce84c1d-c079-4586-9fe9-d608333e6640/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:47:26,202,Casey Schmid,,,,media/a8aaa6ff-6821-471d-aeca-a9d6fa7ba79f/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/a8aaa6ff-6821-471d-aeca-a9d6fa7ba79f/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/a8aaa6ff-6821-471d-aeca-a9d6fa7ba79f/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:47:28,202,Casey Schmid,,,,media/9729f8bb-24f1-4cc7-8114-5f81b5922ed8/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9729f8bb-24f1-4cc7-8114-5f81b5922ed8/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9729f8bb-24f1-4cc7-8114-5f81b5922ed8/Casey-Schmid.jpg"")"
orphan,2025-11-21 14:59:13,202,Casey Schmid,,,,media/c854e04c-ba85-41c6-b93b-584b31f048eb/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c854e04c-ba85-41c6-b93b-584b31f048eb/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c854e04c-ba85-41c6-b93b-584b31f048eb/Casey-Schmid.jpg"")"
orphan,2025-11-21 15:09:16,202,Casey Schmid,,,,media/528e7a06-2951-432f-9e75-b47459d1a403/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/528e7a06-2951-432f-9e75-b47459d1a403/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/528e7a06-2951-432f-9e75-b47459d1a403/Casey-Schmid.jpg"")"
orphan,2025-11-23 11:07:33,202,Casey Schmid,,,,media/4ccc033a-c5e7-4450-87d2-63c5717812f3/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/4ccc033a-c5e7-4450-87d2-63c5717812f3/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/4ccc033a-c5e7-4450-87d2-63c5717812f3/Casey-Schmid.jpg"")"
orphan,2025-11-23 11:49:18,202,Casey Schmid,,,,media/1ff9e72c-7653-421f-a737-41b59e3599e2/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/1ff9e72c-7653-421f-a737-41b59e3599e2/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/1ff9e72c-7653-421f-a737-41b59e3599e2/Casey-Schmid.jpg"")"
orphan,2025-11-23 11:49:36,202,Casey Schmid,,,,media/d709e7cc-e582-4ec0-81a0-fc2ce38d4606/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/d709e7cc-e582-4ec0-81a0-fc2ce38d4606/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/d709e7cc-e582-4ec0-81a0-fc2ce38d4606/Casey-Schmid.jpg"")"
orphan,2025-11-23 11:50:23,202,Casey Schmid,,,,media/25bf8daa-6a69-4a19-8461-9726a60123d1/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/25bf8daa-6a69-4a19-8461-9726a60123d1/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/25bf8daa-6a69-4a19-8461-9726a60123d1/Casey-Schmid.jpg"")"
orphan,2025-11-23 11:53:47,202,Casey Schmid,,,,media/6ce4e2fd-65c6-4af7-99c4-9c07ce3b6c9b/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/6ce4e2fd-65c6-4af7-99c4-9c07ce3b6c9b/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/6ce4e2fd-65c6-4af7-99c4-9c07ce3b6c9b/Casey-Schmid.jpg"")"
orphan,2025-11-23 12:10:14,202,Casey Schmid,,,,media/89a50a6e-e8bb-4aef-a23b-87dfc77937cb/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/89a50a6e-e8bb-4aef-a23b-87dfc77937cb/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/89a50a6e-e8bb-4aef-a23b-87dfc77937cb/Casey-Schmid.jpg"")"
orphan,2025-11-23 12:16:44,202,Casey Schmid,,,,media/2bddf3a1-2457-463b-a79b-95fb3f629661/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2bddf3a1-2457-463b-a79b-95fb3f629661/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2bddf3a1-2457-463b-a79b-95fb3f629661/Casey-Schmid.jpg"")"
orphan,2025-11-23 15:56:19,202,Casey Schmid,,,,media/b7e10c2b-3b78-45ff-99ce-75fa0daa75a5/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b7e10c2b-3b78-45ff-99ce-75fa0daa75a5/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b7e10c2b-3b78-45ff-99ce-75fa0daa75a5/Casey-Schmid.jpg"")"
orphan,2025-11-23 16:04:27,202,Casey Schmid,,,,media/de06baa4-612b-43de-b349-72396c4728c0/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/de06baa4-612b-43de-b349-72396c4728c0/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/de06baa4-612b-43de-b349-72396c4728c0/Casey-Schmid.jpg"")"
orphan,2025-11-29 14:39:58,202,Casey Schmid,,,,media/7c25bd48-1e6c-4dcb-9e53-99f55087431f/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7c25bd48-1e6c-4dcb-9e53-99f55087431f/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7c25bd48-1e6c-4dcb-9e53-99f55087431f/Casey-Schmid.jpg"")"
orphan,2025-11-29 15:19:50,202,Casey Schmid,,,,media/40f89f4a-74ea-4641-947b-4486e3368ad5/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/40f89f4a-74ea-4641-947b-4486e3368ad5/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/40f89f4a-74ea-4641-947b-4486e3368ad5/Casey-Schmid.jpg"")"
orphan,2025-11-29 16:41:18,202,Casey Schmid,,,,media/b2244a6c-a9e9-4ee6-a2b3-5e09d9635c8b/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b2244a6c-a9e9-4ee6-a2b3-5e09d9635c8b/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b2244a6c-a9e9-4ee6-a2b3-5e09d9635c8b/Casey-Schmid.jpg"")"
orphan,2025-11-29 16:48:10,202,Casey Schmid,,,,media/fb9e8e8d-b7aa-4d71-b62d-a41c61e9dd71/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/fb9e8e8d-b7aa-4d71-b62d-a41c61e9dd71/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/fb9e8e8d-b7aa-4d71-b62d-a41c61e9dd71/Casey-Schmid.jpg"")"
orphan,2025-11-29 16:52:24,202,Casey Schmid,,,,media/695de4e3-df7b-4c41-912b-0ba230788922/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/695de4e3-df7b-4c41-912b-0ba230788922/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/695de4e3-df7b-4c41-912b-0ba230788922/Casey-Schmid.jpg"")"
orphan,2025-11-29 16:56:02,202,Casey Schmid,,,,media/07993263-d7dd-4059-a84b-6141a09dc2cd/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/07993263-d7dd-4059-a84b-6141a09dc2cd/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/07993263-d7dd-4059-a84b-6141a09dc2cd/Casey-Schmid.jpg"")"
orphan,2025-11-29 20:14:38,202,Casey Schmid,,,,media/cdc151a7-7e8a-4441-a94b-bd2b4d3fed53/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/cdc151a7-7e8a-4441-a94b-bd2b4d3fed53/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/cdc151a7-7e8a-4441-a94b-bd2b4d3fed53/Casey-Schmid.jpg"")"
orphan,2025-12-11 16:06:46,202,Casey Schmid,,,,media/40d147c0-72fe-42a0-b481-a641545b64de/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/40d147c0-72fe-42a0-b481-a641545b64de/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/40d147c0-72fe-42a0-b481-a641545b64de/Casey-Schmid.jpg"")"
orphan,2025-12-11 16:17:11,202,Casey Schmid,,,,media/9d617732-a693-444f-ad95-debba6146b90/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9d617732-a693-444f-ad95-debba6146b90/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9d617732-a693-444f-ad95-debba6146b90/Casey-Schmid.jpg"")"
orphan,2026-01-06 18:23:45,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/173bbf27-0808-42e4-848f-4855240eafa2/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/173bbf27-0808-42e4-848f-4855240eafa2/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/173bbf27-0808-42e4-848f-4855240eafa2/financial_alchemist.jpg"")"
orphan,2026-01-06 18:23:45,536,tactical mastermind,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/669782dd-9043-4863-bfa1-42e88c7684a7/tactical_mastermind.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/669782dd-9043-4863-bfa1-42e88c7684a7/tactical_mastermind.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/669782dd-9043-4863-bfa1-42e88c7684a7/tactical_mastermind.jpg"")"
orphan,2026-01-06 18:23:46,588,financial brick mason,stg:lala@gmail.com,,,media/577a1429-b0a1-49c9-878b-3fd5fbd16d09/financial_brick_mason.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/577a1429-b0a1-49c9-878b-3fd5fbd16d09/financial_brick_mason.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/577a1429-b0a1-49c9-878b-3fd5fbd16d09/financial_brick_mason.jpg"")"
orphan,2026-01-06 18:23:47,392,master of time,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/4f7446db-42be-4e61-9151-db623f74c2b9/master_of_time.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/4f7446db-42be-4e61-9151-db623f74c2b9/master_of_time.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/4f7446db-42be-4e61-9151-db623f74c2b9/master_of_time.jpg"")"
orphan,2026-01-06 18:23:47,288,swimmer,stg:lala@gmail.com,,,media/22f84e36-0488-4b10-b300-6f4945a68fc9/swimmer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/22f84e36-0488-4b10-b300-6f4945a68fc9/swimmer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/22f84e36-0488-4b10-b300-6f4945a68fc9/swimmer.jpg"")"
orphan,2026-01-06 18:23:48,446,big brother,stg:lala@gmail.com,,,media/044e8411-83fc-4126-94f5-30a9dde711d3/big_brother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/044e8411-83fc-4126-94f5-30a9dde711d3/big_brother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/044e8411-83fc-4126-94f5-30a9dde711d3/big_brother.jpg"")"
orphan,2026-01-06 18:23:48,349,big wave phenom,stg:lala@gmail.com,,,media/9e8c97ed-8aee-4503-9503-36f262f18030/big_wave_phenom.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9e8c97ed-8aee-4503-9503-36f262f18030/big_wave_phenom.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9e8c97ed-8aee-4503-9503-36f262f18030/big_wave_phenom.jpg"")"
orphan,2026-01-06 18:23:49,298,castle builder,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/7b8684b6-ed49-47fb-8430-f362bc18b794/castle_builder.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7b8684b6-ed49-47fb-8430-f362bc18b794/castle_builder.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7b8684b6-ed49-47fb-8430-f362bc18b794/castle_builder.jpg"")"
orphan,2026-01-06 18:23:49,425,manifestation king,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/96775cd2-2020-4844-bc5b-cc64fa3af035/manifestation_king.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/96775cd2-2020-4844-bc5b-cc64fa3af035/manifestation_king.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/96775cd2-2020-4844-bc5b-cc64fa3af035/manifestation_king.jpg"")"
orphan,2026-01-06 18:23:50,687,dream chaser,,,,media/44eb4f3f-10cc-4698-8f7d-488113916024/dream_chaser.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/44eb4f3f-10cc-4698-8f7d-488113916024/dream_chaser.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/44eb4f3f-10cc-4698-8f7d-488113916024/dream_chaser.jpg"")"
orphan,2026-01-06 18:23:52,527,financial alchemist,stg:lala@gmail.com | stg:test_user_5ac281e3@testscenario.com,stg:YC test Jason,stg:YC test Jason (la@discovita.com),media/892997ea-736f-4c86-a972-d36872d9fe07/financial_alchemist.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/892997ea-736f-4c86-a972-d36872d9fe07/financial_alchemist.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/892997ea-736f-4c86-a972-d36872d9fe07/financial_alchemist.jpg"")"
